CustomerID,Age,Gender,OwnHome,Married,Location,Salary,Children,History,Catalogs,AmountSpent,SalaryBand,SpendingBand
322,Middle,Female,Rent,Married,Close,96700,2,Medium,12,1231,90k-120k,"1,000-1,999"
323,Middle,Female,Rent,Single,Close,40200,1,None,12,881,30k-60k,500-999
324,Old,Male,Own,Married,Close,26800,0,Low,12,435,Under 30k,Under 500
325,Young,Female,Rent,Single,Close,16700,2,Low,12,108,Under 30k,Under 500
326,Young,Female,Rent,Married,Close,40900,2,Low,18,576,30k-60k,500-999
327,Young,Male,Rent,Married,Far,41500,3,None,24,1314,30k-60k,"1,000-1,999"
328,Young,Male,Rent,Single,Close,20900,0,None,6,296,Under 30k,Under 500
329,Young,Female,Rent,Married,Close,69700,2,Medium,6,584,60k-90k,500-999
330,Middle,Male,Rent,Single,Close,61800,0,High,24,1156,60k-90k,"1,000-1,999"
331,Middle,Male,Own,Married,Close,102500,1,High,24,2464,90k-120k,"2,000-3,999"
332,Middle,Female,Own,Married,Close,48900,3,None,18,915,30k-60k,500-999
333,Middle,Male,Own,Single,Close,60300,0,None,24,2091,60k-90k,"2,000-3,999"
334,Young,Male,Rent,Married,Far,41600,0,High,24,1690,30k-60k,"1,000-1,999"
335,Middle,Male,Own,Single,Close,73700,1,Medium,12,1274,60k-90k,"1,000-1,999"
336,Young,Female,Rent,Single,Close,27000,1,None,24,1012,Under 30k,"1,000-1,999"
337,Middle,Female,Rent,Single,Close,43700,0,Medium,12,950,30k-60k,500-999
338,Young,Male,Rent,Single,Close,10200,2,None,12,333,Under 30k,Under 500
339,Middle,Female,Own,Married,Close,63300,2,Medium,24,679,60k-90k,500-999
340,Young,Female,Own,Single,Far,33200,2,Medium,12,607,30k-60k,500-999
341,Old,Female,Own,Married,Far,78800,0,High,18,3398,60k-90k,"2,000-3,999"
342,Middle,Male,Own,Married,Close,82500,0,High,6,859,60k-90k,500-999
343,Middle,Male,Own,Single,Far,80800,2,High,18,2444,60k-90k,"2,000-3,999"
344,Middle,Male,Own,Married,Close,88100,2,Medium,24,1078,60k-90k,"1,000-1,999"
345,Middle,Male,Rent,Married,Far,124800,3,High,18,2537,120k+,"2,000-3,999"
346,Young,Male,Own,Single,Close,31900,0,Medium,6,616,30k-60k,500-999
347,Middle,Female,Own,Single,Close,53300,3,None,6,508,30k-60k,500-999
348,Old,Male,Own,Married,Far,15400,0,Low,6,297,Under 30k,Under 500
349,Middle,Male,Own,Married,Close,70200,0,None,6,1583,60k-90k,"1,000-1,999"
350,Young,Female,Rent,Single,Close,23000,3,Low,6,79,Under 30k,Under 500
351,Middle,Female,Own,Married,Close,82400,2,Medium,18,657,60k-90k,500-999
352,Middle,Female,Own,Married,Close,97900,0,High,24,2149,90k-120k,"2,000-3,999"
353,Old,Female,Rent,Married,Far,88400,0,High,18,3632,60k-90k,"2,000-3,999"
354,Middle,Female,Own,Married,Close,86900,0,High,18,2230,60k-90k,"2,000-3,999"
355,Middle,Female,Own,Single,Close,45100,1,Medium,12,448,30k-60k,Under 500
356,Middle,Male,Rent,Single,Close,41800,3,Low,24,301,30k-60k,Under 500
357,Old,Male,Own,Married,Close,74800,0,High,18,1968,60k-90k,"1,000-1,999"
358,Middle,Female,Rent,Married,Close,73000,1,Medium,6,490,60k-90k,Under 500
359,Middle,Male,Own,Married,Close,118500,1,High,24,3063,90k-120k,"2,000-3,999"
360,Middle,Male,Own,Single,Close,65300,3,Low,6,193,60k-90k,Under 500
361,Middle,Female,Rent,Married,Close,66300,2,Medium,12,544,60k-90k,500-999
362,Middle,Male,Own,Married,Far,103900,1,High,24,2666,90k-120k,"2,000-3,999"
363,Middle,Female,Own,Married,Close,71900,0,High,18,1846,60k-90k,"1,000-1,999"
364,Middle,Male,Own,Married,Far,86100,1,None,12,1255,60k-90k,"1,000-1,999"
365,Middle,Male,Own,Married,Close,96300,1,High,12,1081,90k-120k,"1,000-1,999"
366,Young,Female,Rent,Single,Close,10200,3,None,6,199,Under 30k,Under 500
367,Middle,Male,Own,Married,Close,96300,2,None,18,3916,90k-120k,"2,000-3,999"
368,Old,Female,Own,Single,Far,24000,1,Low,6,357,Under 30k,Under 500
369,Middle,Female,Rent,Married,Close,46700,0,Medium,24,983,30k-60k,500-999
370,Middle,Female,Rent,Single,Close,53700,2,None,12,1194,30k-60k,"1,000-1,999"
371,Middle,Male,Rent,Married,Close,108300,2,None,12,2224,90k-120k,"2,000-3,999"
372,Young,Female,Rent,Single,Close,12100,1,Low,6,90,Under 30k,Under 500
373,Young,Male,Rent,Married,Close,36600,0,None,6,587,30k-60k,500-999
374,Old,Male,Own,Married,Close,66300,0,High,12,1088,60k-90k,"1,000-1,999"
375,Young,Female,Own,Single,Close,33400,1,None,6,617,30k-60k,500-999
376,Middle,Male,Own,Married,Far,70000,1,None,6,1227,60k-90k,"1,000-1,999"
377,Middle,Female,Own,Single,Close,47900,1,Medium,24,662,30k-60k,500-999
378,Middle,Female,Rent,Married,Close,40500,2,Low,18,622,30k-60k,500-999
379,Old,Male,Own,Single,Close,69100,0,High,12,1477,60k-90k,"1,000-1,999"
380,Young,Female,Rent,Single,Close,13300,1,None,6,236,Under 30k,Under 500
381,Middle,Female,Rent,Married,Far,75800,1,High,12,1830,60k-90k,"1,000-1,999"
382,Middle,Female,Rent,Married,Close,48600,0,Medium,24,1583,30k-60k,"1,000-1,999"
383,Old,Female,Own,Single,Close,39600,0,Medium,12,610,30k-60k,500-999
384,Young,Female,Rent,Single,Close,11700,0,Low,12,193,Under 30k,Under 500
385,Young,Male,Rent,Married,Close,52600,1,Medium,12,1052,30k-60k,"1,000-1,999"
386,Young,Male,Rent,Single,Close,14600,3,None,6,307,Under 30k,Under 500
387,Old,Male,Own,Married,Close,123000,0,High,24,3671,120k+,"2,000-3,999"
388,Old,Female,Rent,Married,Far,64600,0,High,18,2206,60k-90k,"2,000-3,999"
389,Middle,Female,Own,Single,Far,34600,2,Medium,18,748,30k-60k,500-999
390,Middle,Male,Own,Married,Close,74500,0,High,6,1481,60k-90k,"1,000-1,999"
391,Old,Male,Own,Married,Close,56600,0,None,24,1607,30k-60k,"1,000-1,999"
392,Old,Female,Rent,Single,Close,37000,1,None,6,632,30k-60k,500-999
393,Young,Female,Rent,Single,Far,18400,1,Low,6,303,Under 30k,Under 500
394,Young,Male,Rent,Single,Close,25000,0,Low,6,264,Under 30k,Under 500
395,Middle,Male,Own,Married,Far,61400,1,High,24,1575,60k-90k,"1,000-1,999"
396,Middle,Male,Own,Married,Close,76400,2,Medium,18,881,60k-90k,500-999
397,Young,Male,Own,Married,Close,55100,0,Medium,18,1439,30k-60k,"1,000-1,999"
398,Old,Female,Own,Married,Far,22800,0,None,12,452,Under 30k,Under 500
399,Old,Female,Own,Married,Close,10100,1,Low,6,93,Under 30k,Under 500
400,Young,Male,Rent,Single,Close,17800,0,Low,18,292,Under 30k,Under 500
401,Middle,Female,Own,Married,Close,59100,1,None,6,1426,30k-60k,"1,000-1,999"
402,Young,Female,Rent,Single,Far,19700,2,Low,6,330,Under 30k,Under 500
403,Middle,Male,Own,Married,Far,73800,0,High,24,3120,60k-90k,"2,000-3,999"
404,Middle,Male,Own,Married,Far,113300,1,High,18,5151,90k-120k,"4,000+"
405,Middle,Male,Own,Married,Far,118400,2,None,12,3941,90k-120k,"2,000-3,999"
406,Middle,Male,Own,Married,Close,92300,1,None,24,2141,90k-120k,"2,000-3,999"
407,Young,Male,Rent,Single,Close,11200,0,None,6,106,Under 30k,Under 500
408,Young,Female,Rent,Married,Far,30100,0,Medium,12,530,30k-60k,500-999
409,Middle,Female,Own,Single,Close,43500,1,Medium,12,500,30k-60k,500-999
410,Middle,Male,Own,Married,Close,97500,0,High,18,2837,90k-120k,"2,000-3,999"
411,Old,Male,Own,Married,Close,54600,0,Medium,24,1246,30k-60k,"1,000-1,999"
412,Middle,Male,Rent,Single,Far,42500,1,None,6,798,30k-60k,500-999
413,Middle,Male,Own,Single,Close,82800,0,None,6,1544,60k-90k,"1,000-1,999"
414,Old,Male,Own,Married,Far,62300,0,High,24,2644,60k-90k,"2,000-3,999"
415,Young,Male,Rent,Single,Far,21900,2,None,6,192,Under 30k,Under 500
416,Middle,Female,Rent,Single,Far,35600,3,Low,18,865,30k-60k,500-999
417,Middle,Male,Own,Married,Close,96900,0,High,6,1159,90k-120k,"1,000-1,999"
418,Young,Female,Rent,Married,Close,36900,1,None,18,1480,30k-60k,"1,000-1,999"
419,Middle,Female,Rent,Married,Close,93500,1,High,18,1426,90k-120k,"1,000-1,999"
420,Middle,Male,Own,Married,Close,97300,1,None,12,3048,90k-120k,"2,000-3,999"
421,Young,Male,Rent,Single,Close,21900,0,Low,12,276,Under 30k,Under 500
422,Middle,Male,Rent,Single,Close,63000,0,High,24,1910,60k-90k,"1,000-1,999"
423,Young,Female,Rent,Single,Close,11500,3,None,6,157,Under 30k,Under 500
424,Middle,Male,Own,Single,Close,44600,2,Low,6,236,30k-60k,Under 500
425,Young,Female,Rent,Single,Close,21900,1,None,12,576,Under 30k,500-999
426,Middle,Male,Rent,Single,Far,45100,1,Medium,12,794,30k-60k,500-999
427,Old,Female,Own,Married,Close,74900,0,High,12,1474,60k-90k,"1,000-1,999"
428,Young,Male,Rent,Single,Close,14200,0,Low,6,250,Under 30k,Under 500
429,Young,Female,Rent,Single,Far,23200,2,None,24,788,Under 30k,500-999
430,Old,Male,Own,Married,Close,73300,0,None,12,1694,60k-90k,"1,000-1,999"
431,Old,Male,Own,Married,Far,41300,0,High,24,1985,30k-60k,"1,000-1,999"
432,Old,Female,Own,Single,Far,32700,0,Medium,24,1252,30k-60k,"1,000-1,999"
433,Old,Female,Own,Single,Close,35200,0,None,12,827,30k-60k,500-999
434,Young,Female,Rent,Single,Close,13100,0,None,18,314,Under 30k,Under 500
435,Middle,Male,Own,Married,Close,97400,1,High,6,880,90k-120k,500-999
436,Young,Female,Rent,Single,Far,23100,2,Low,6,466,Under 30k,Under 500
437,Middle,Male,Own,Single,Close,49200,3,Low,12,210,30k-60k,Under 500
438,Middle,Male,Own,Single,Far,45000,1,None,18,902,30k-60k,500-999
439,Middle,Male,Own,Married,Close,87200,0,High,18,1274,60k-90k,"1,000-1,999"
440,Middle,Male,Own,Single,Close,49900,1,None,24,1631,30k-60k,"1,000-1,999"
441,Middle,Male,Own,Married,Close,66900,0,High,12,1220,60k-90k,"1,000-1,999"
442,Middle,Female,Own,Single,Close,47600,1,Medium,12,801,30k-60k,500-999
443,Middle,Female,Own,Single,Close,47900,0,None,12,1090,30k-60k,"1,000-1,999"
444,Middle,Male,Own,Single,Close,59400,0,Medium,18,1699,30k-60k,"1,000-1,999"
445,Middle,Female,Rent,Single,Close,32700,2,Low,6,273,30k-60k,Under 500
446,Middle,Male,Rent,Single,Close,34200,1,Low,18,523,30k-60k,500-999
447,Middle,Male,Own,Married,Close,96600,0,None,12,1437,90k-120k,"1,000-1,999"
448,Middle,Female,Own,Married,Close,126300,1,High,6,1888,120k+,"1,000-1,999"
449,Young,Male,Rent,Single,Close,31600,1,None,12,476,30k-60k,Under 500
450,Middle,Female,Own,Married,Far,108100,3,High,18,2632,90k-120k,"2,000-3,999"
451,Middle,Female,Rent,Single,Close,43300,3,Low,24,326,30k-60k,Under 500
452,Old,Female,Rent,Single,Far,17900,0,Low,6,446,Under 30k,Under 500
453,Middle,Male,Own,Single,Far,50100,1,High,18,1071,30k-60k,"1,000-1,999"
454,Old,Female,Own,Married,Close,74700,0,High,12,1699,60k-90k,"1,000-1,999"
455,Old,Male,Rent,Married,Close,60000,0,Medium,6,966,60k-90k,500-999
456,Young,Male,Own,Single,Close,33400,0,None,12,567,30k-60k,500-999
457,Middle,Female,Rent,Married,Close,68800,0,None,6,1658,60k-90k,"1,000-1,999"
458,Middle,Female,Rent,Single,Close,25700,2,Low,6,173,Under 30k,Under 500
459,Middle,Male,Own,Married,Close,83700,0,High,24,3344,60k-90k,"2,000-3,999"
460,Middle,Male,Rent,Single,Close,50500,0,Medium,12,1029,30k-60k,"1,000-1,999"
461,Young,Female,Rent,Single,Close,17300,0,Low,12,345,Under 30k,Under 500
462,Middle,Male,Own,Single,Close,45800,0,None,6,712,30k-60k,500-999
463,Old,Male,Own,Married,Close,108900,0,High,12,1841,90k-120k,"1,000-1,999"
464,Middle,Female,Rent,Married,Close,60500,2,Low,6,409,60k-90k,Under 500
465,Old,Female,Own,Married,Far,84100,0,High,18,2710,60k-90k,"2,000-3,999"
466,Young,Male,Rent,Married,Far,25100,0,Medium,12,592,Under 30k,500-999
467,Middle,Male,Own,Married,Close,69900,1,None,18,2101,60k-90k,"2,000-3,999"
468,Middle,Male,Own,Married,Close,97100,0,None,12,1473,90k-120k,"1,000-1,999"
469,Middle,Female,Own,Married,Close,72200,2,Medium,18,715,60k-90k,500-999
470,Old,Female,Own,Married,Far,78900,0,High,18,2233,60k-90k,"2,000-3,999"
471,Middle,Female,Own,Single,Far,62500,3,None,6,921,60k-90k,500-999
472,Young,Female,Rent,Single,Close,17800,1,Low,6,216,Under 30k,Under 500
473,Middle,Female,Own,Married,Close,105500,1,High,6,1781,90k-120k,"1,000-1,999"
474,Middle,Female,Own,Single,Close,46100,2,Low,12,418,30k-60k,Under 500
475,Young,Male,Rent,Single,Close,27100,1,Low,12,268,Under 30k,Under 500
476,Young,Male,Rent,Married,Far,60300,1,None,6,1252,60k-90k,"1,000-1,999"
477,Young,Female,Rent,Single,Close,12000,0,Low,6,140,Under 30k,Under 500
478,Middle,Female,Own,Single,Close,48400,0,Medium,12,992,30k-60k,500-999
479,Middle,Male,Rent,Single,Close,45600,0,Medium,18,1388,30k-60k,"1,000-1,999"
480,Middle,Female,Own,Single,Close,35200,2,Low,6,233,30k-60k,Under 500
481,Middle,Male,Rent,Single,Far,60200,0,High,24,2304,60k-90k,"2,000-3,999"
482,Middle,Female,Rent,Married,Far,53900,1,High,18,2177,30k-60k,"2,000-3,999"
483,Middle,Male,Own,Married,Close,70400,2,None,12,1127,60k-90k,"1,000-1,999"
484,Young,Male,Rent,Married,Close,36900,0,Medium,18,721,30k-60k,500-999
485,Old,Female,Own,Single,Close,36100,0,Medium,12,438,30k-60k,Under 500
486,Young,Female,Rent,Single,Close,11000,2,None,18,393,Under 30k,Under 500
487,Middle,Male,Own,Single,Close,61600,0,None,18,1666,60k-90k,"1,000-1,999"
488,Middle,Male,Own,Married,Close,88700,1,None,18,2448,60k-90k,"2,000-3,999"
489,Middle,Female,Own,Married,Far,88600,1,High,18,2563,60k-90k,"2,000-3,999"
490,Middle,Male,Rent,Married,Close,79500,0,High,18,1763,60k-90k,"1,000-1,999"
491,Young,Female,Rent,Single,Close,18900,1,Low,6,184,Under 30k,Under 500
492,Old,Female,Own,Single,Close,17300,0,Low,6,166,Under 30k,Under 500
493,Middle,Female,Rent,Married,Close,81400,2,None,6,1014,60k-90k,"1,000-1,999"
494,Young,Male,Rent,Married,Close,36500,0,Medium,24,1140,30k-60k,"1,000-1,999"
495,Middle,Female,Own,Single,Close,43300,1,None,18,1021,30k-60k,"1,000-1,999"
496,Middle,Male,Own,Married,Close,76700,1,Medium,24,1431,60k-90k,"1,000-1,999"
497,Middle,Male,Own,Married,Far,123000,1,High,24,5878,120k+,"4,000+"
498,Middle,Male,Own,Single,Close,56300,3,Low,6,321,30k-60k,Under 500
499,Middle,Male,Own,Married,Close,70000,0,High,24,1974,60k-90k,"1,000-1,999"
500,Middle,Male,Own,Single,Close,48100,0,Medium,18,1640,30k-60k,"1,000-1,999"
501,Young,Female,Rent,Married,Close,79400,0,None,6,1175,60k-90k,"1,000-1,999"
502,Middle,Female,Own,Married,Close,63700,3,Low,12,364,60k-90k,Under 500
503,Young,Male,Rent,Single,Close,21200,0,None,12,417,Under 30k,Under 500
504,Middle,Male,Rent,Single,Close,53900,0,Medium,12,1060,30k-60k,"1,000-1,999"
505,Old,Female,Own,Married,Close,118800,0,High,18,2176,90k-120k,"2,000-3,999"
506,Middle,Female,Own,Married,Close,79400,3,Low,6,200,60k-90k,Under 500
507,Old,Female,Rent,Single,Far,20400,0,None,24,513,Under 30k,500-999
508,Middle,Male,Rent,Single,Close,52400,0,None,18,857,30k-60k,500-999
509,Old,Female,Own,Single,Close,17600,0,Low,6,224,Under 30k,Under 500
510,Young,Male,Rent,Single,Close,23500,0,Low,12,371,Under 30k,Under 500
511,Young,Male,Rent,Married,Close,56900,2,Low,12,687,30k-60k,500-999
512,Middle,Male,Own,Married,Close,95100,2,Medium,12,809,90k-120k,500-999
513,Middle,Male,Own,Married,Close,119800,2,Medium,24,2090,90k-120k,"2,000-3,999"
514,Old,Male,Own,Single,Close,58700,0,None,24,1479,30k-60k,"1,000-1,999"
515,Middle,Female,Own,Married,Close,76700,2,Medium,6,534,60k-90k,500-999
516,Middle,Male,Own,Married,Close,67600,1,Medium,18,1172,60k-90k,"1,000-1,999"
517,Middle,Male,Own,Single,Close,61500,2,Medium,24,968,60k-90k,500-999
518,Old,Female,Own,Married,Close,72900,0,High,6,753,60k-90k,500-999
519,Old,Female,Rent,Single,Close,21200,0,Low,6,242,Under 30k,Under 500
520,Old,Male,Rent,Single,Close,32400,1,Low,12,515,30k-60k,500-999
521,Middle,Female,Own,Married,Close,62200,3,None,24,2119,60k-90k,"2,000-3,999"
522,Old,Female,Own,Single,Close,24400,0,Low,6,491,Under 30k,Under 500
523,Middle,Male,Own,Married,Close,66500,3,Low,12,286,60k-90k,Under 500
524,Old,Female,Rent,Married,Far,72200,0,High,24,3069,60k-90k,"2,000-3,999"
525,Young,Female,Rent,Single,Close,16900,2,None,6,281,Under 30k,Under 500
526,Young,Male,Rent,Married,Close,56300,0,None,24,1608,30k-60k,"1,000-1,999"
527,Old,Female,Own,Single,Far,22000,0,Medium,12,736,Under 30k,500-999
528,Young,Female,Rent,Single,Close,18800,2,Low,18,170,Under 30k,Under 500
529,Young,Female,Rent,Single,Close,26600,2,Low,24,245,Under 30k,Under 500
530,Middle,Female,Rent,Married,Close,72100,0,High,24,3052,60k-90k,"2,000-3,999"
531,Middle,Male,Own,Single,Far,55600,0,High,18,1786,30k-60k,"1,000-1,999"
532,Young,Female,Rent,Single,Close,14600,3,Low,6,47,Under 30k,Under 500
533,Old,Male,Own,Married,Close,45900,0,Medium,24,1645,30k-60k,"1,000-1,999"
534,Young,Female,Own,Single,Close,15100,0,Low,6,274,Under 30k,Under 500
535,Middle,Male,Own,Married,Close,140700,3,Medium,12,1001,120k+,"1,000-1,999"
536,Middle,Male,Own,Married,Close,90300,0,High,24,1944,90k-120k,"1,000-1,999"
537,Old,Male,Own,Married,Close,95900,0,High,24,2585,90k-120k,"2,000-3,999"
538,Young,Male,Rent,Single,Far,20800,0,None,6,260,Under 30k,Under 500
539,Middle,Male,Own,Married,Close,98400,0,High,12,1414,90k-120k,"1,000-1,999"
540,Young,Female,Rent,Single,Close,15000,2,None,12,341,Under 30k,Under 500
541,Young,Male,Rent,Single,Close,17700,1,Low,12,268,Under 30k,Under 500
542,Middle,Male,Own,Married,Close,102400,1,High,18,1237,90k-120k,"1,000-1,999"
543,Young,Male,Rent,Single,Far,17800,1,None,18,589,Under 30k,500-999
544,Young,Male,Rent,Single,Far,13800,1,Low,12,368,Under 30k,Under 500
545,Middle,Female,Rent,Single,Close,50500,1,Medium,12,940,30k-60k,500-999
546,Middle,Female,Rent,Single,Close,42000,3,Low,18,232,30k-60k,Under 500
547,Middle,Male,Own,Married,Close,95800,3,Low,12,678,90k-120k,500-999
548,Young,Male,Rent,Single,Close,15200,0,None,12,324,Under 30k,Under 500
549,Young,Male,Rent,Single,Close,15800,2,Low,12,147,Under 30k,Under 500
550,Old,Male,Own,Single,Close,51400,0,None,6,694,30k-60k,500-999
551,Old,Female,Rent,Married,Close,38200,0,Medium,6,526,30k-60k,500-999
552,Middle,Female,Rent,Single,Close,39900,1,Low,12,586,30k-60k,500-999
553,Young,Female,Own,Single,Close,21600,2,None,12,491,Under 30k,Under 500
554,Old,Female,Own,Married,Close,65900,0,High,24,1436,60k-90k,"1,000-1,999"
555,Middle,Female,Own,Married,Close,97500,1,High,12,1280,90k-120k,"1,000-1,999"
556,Middle,Male,Rent,Married,Far,63000,0,High,18,2107,60k-90k,"2,000-3,999"
557,Young,Female,Own,Single,Far,31900,0,None,12,860,30k-60k,500-999
558,Middle,Female,Rent,Single,Far,45500,1,None,18,1624,30k-60k,"1,000-1,999"
559,Old,Female,Own,Single,Close,12800,0,None,12,230,Under 30k,Under 500
560,Old,Female,Own,Married,Far,12600,2,Low,12,164,Under 30k,Under 500
561,Middle,Male,Rent,Single,Close,50700,3,Low,6,157,30k-60k,Under 500
562,Young,Female,Rent,Single,Close,17900,3,Low,6,62,Under 30k,Under 500
563,Young,Female,Rent,Single,Close,14400,1,Low,18,223,Under 30k,Under 500
564,Old,Female,Own,Single,Close,23800,0,Low,6,438,Under 30k,Under 500
565,Middle,Male,Own,Married,Close,84700,3,None,24,2705,60k-90k,"2,000-3,999"
566,Middle,Female,Rent,Single,Close,36900,1,Low,6,371,30k-60k,Under 500
567,Old,Female,Own,Single,Close,20600,0,Low,6,201,Under 30k,Under 500
568,Young,Male,Rent,Married,Close,41500,0,None,24,1213,30k-60k,"1,000-1,999"
569,Middle,Male,Own,Married,Close,83100,2,Medium,6,586,60k-90k,500-999
570,Middle,Male,Own,Married,Far,88700,2,High,24,2693,60k-90k,"2,000-3,999"
571,Old,Female,Own,Married,Close,54700,0,Medium,24,1404,30k-60k,"1,000-1,999"
572,Middle,Male,Own,Single,Close,68900,2,None,18,2784,60k-90k,"2,000-3,999"
573,Young,Female,Rent,Single,Close,22200,2,Low,18,275,Under 30k,Under 500
574,Middle,Female,Own,Married,Close,70900,1,Medium,12,794,60k-90k,500-999
575,Middle,Male,Own,Single,Close,55900,0,Medium,12,964,30k-60k,500-999
576,Middle,Female,Own,Married,Close,80800,1,None,18,1598,60k-90k,"1,000-1,999"
577,Middle,Male,Own,Married,Far,100600,3,High,24,2838,90k-120k,"2,000-3,999"
578,Old,Female,Own,Single,Close,39900,0,None,6,619,30k-60k,500-999
579,Young,Female,Rent,Married,Close,71200,3,Low,12,392,60k-90k,Under 500
580,Old,Female,Own,Married,Close,61000,0,None,18,1850,60k-90k,"1,000-1,999"
581,Old,Male,Own,Single,Close,38700,0,None,24,1506,30k-60k,"1,000-1,999"
582,Middle,Male,Own,Married,Far,98900,0,None,18,3126,90k-120k,"2,000-3,999"
583,Middle,Male,Own,Single,Close,64300,0,None,6,1325,60k-90k,"1,000-1,999"
584,Middle,Female,Own,Married,Close,75600,0,None,12,1541,60k-90k,"1,000-1,999"
585,Young,Female,Rent,Married,Far,53700,0,High,24,2491,30k-60k,"2,000-3,999"
586,Middle,Male,Own,Single,Close,66600,0,High,18,1177,60k-90k,"1,000-1,999"
587,Old,Female,Own,Married,Close,89000,0,High,12,1487,60k-90k,"1,000-1,999"
588,Young,Female,Rent,Single,Far,18200,2,Low,12,322,Under 30k,Under 500
589,Young,Female,Rent,Married,Close,73600,1,Medium,6,647,60k-90k,500-999
590,Middle,Female,Rent,Single,Far,45600,0,High,12,1322,30k-60k,"1,000-1,999"
591,Young,Male,Own,Married,Close,73000,0,None,6,1534,60k-90k,"1,000-1,999"
592,Young,Male,Own,Single,Close,29600,3,None,12,583,Under 30k,500-999
593,Middle,Male,Rent,Married,Close,92900,1,None,6,1705,90k-120k,"1,000-1,999"
594,Old,Female,Rent,Single,Far,13900,0,Low,6,191,Under 30k,Under 500
595,Young,Male,Rent,Married,Close,64300,3,Low,6,239,60k-90k,Under 500
596,Middle,Male,Own,Married,Close,77100,2,Medium,6,568,60k-90k,500-999
597,Young,Female,Own,Single,Close,27500,3,None,12,571,Under 30k,500-999
598,Old,Male,Rent,Married,Close,81800,0,High,6,919,60k-90k,500-999
599,Old,Female,Rent,Married,Close,41700,0,Medium,18,1398,30k-60k,"1,000-1,999"
600,Old,Female,Own,Married,Close,51000,0,Medium,12,1025,30k-60k,"1,000-1,999"
601,Middle,Male,Rent,Single,Close,55900,1,Medium,12,909,30k-60k,500-999
602,Young,Male,Rent,Single,Close,19800,2,Low,12,209,Under 30k,Under 500
603,Young,Male,Rent,Single,Close,17600,0,None,6,245,Under 30k,Under 500
604,Middle,Male,Rent,Married,Far,84100,1,High,24,2362,60k-90k,"2,000-3,999"
605,Middle,Male,Own,Married,Close,85600,0,High,24,3380,60k-90k,"2,000-3,999"
606,Young,Male,Rent,Single,Close,13400,0,Low,18,424,Under 30k,Under 500
607,Young,Female,Rent,Married,Far,47200,1,Medium,12,1272,30k-60k,"1,000-1,999"
608,Middle,Male,Own,Married,Close,96300,1,High,24,1909,90k-120k,"1,000-1,999"
609,Middle,Male,Own,Married,Close,60500,3,Low,12,340,60k-90k,Under 500
610,Middle,Female,Own,Single,Close,35800,1,None,24,1355,30k-60k,"1,000-1,999"
611,Middle,Male,Rent,Married,Close,106100,3,Low,12,472,90k-120k,Under 500
612,Young,Male,Rent,Single,Close,18000,0,Low,12,303,Under 30k,Under 500
613,Middle,Male,Rent,Single,Far,50000,1,None,6,1079,30k-60k,"1,000-1,999"
614,Old,Female,Own,Single,Close,58200,0,Medium,18,981,30k-60k,500-999
615,Young,Female,Rent,Single,Far,13500,2,Low,12,160,Under 30k,Under 500
616,Middle,Female,Own,Married,Close,59900,1,None,6,613,30k-60k,500-999
617,Young,Female,Rent,Single,Far,18400,1,Low,12,662,Under 30k,500-999
618,Middle,Male,Rent,Married,Close,62800,3,Low,6,177,60k-90k,Under 500
619,Middle,Male,Rent,Single,Close,70000,0,High,6,785,60k-90k,500-999
620,Young,Female,Rent,Single,Far,13600,1,None,18,349,Under 30k,Under 500
621,Middle,Female,Rent,Married,Close,97400,3,Low,6,213,90k-120k,Under 500
622,Old,Female,Own,Married,Far,37500,0,Medium,18,1578,30k-60k,"1,000-1,999"
623,Old,Female,Own,Single,Close,22800,0,Low,6,258,Under 30k,Under 500
624,Young,Female,Rent,Single,Close,14200,0,None,6,192,Under 30k,Under 500
625,Young,Male,Rent,Single,Close,18700,0,Low,12,289,Under 30k,Under 500
626,Middle,Male,Own,Married,Close,107400,1,High,24,1821,90k-120k,"1,000-1,999"
627,Young,Female,Rent,Single,Far,28900,0,Medium,24,905,Under 30k,500-999
628,Middle,Male,Rent,Married,Close,38400,2,Low,6,188,30k-60k,Under 500
629,Middle,Male,Rent,Single,Close,54200,0,None,18,1405,30k-60k,"1,000-1,999"
630,Old,Male,Own,Married,Close,102700,0,None,18,2381,90k-120k,"2,000-3,999"
631,Young,Female,Rent,Single,Close,13300,1,Low,6,184,Under 30k,Under 500
632,Middle,Male,Own,Single,Close,60200,3,None,12,1364,60k-90k,"1,000-1,999"
633,Young,Male,Rent,Single,Close,21400,0,None,12,414,Under 30k,Under 500
634,Young,Female,Rent,Single,Close,21700,2,None,6,387,Under 30k,Under 500
635,Young,Male,Rent,Single,Close,23200,1,Low,24,504,Under 30k,500-999
636,Middle,Male,Own,Married,Close,64800,2,Medium,12,574,60k-90k,500-999
637,Middle,Male,Rent,Single,Close,55600,0,Medium,6,984,30k-60k,500-999
638,Middle,Male,Own,Married,Far,89500,0,High,24,5209,60k-90k,"4,000+"
639,Young,Female,Rent,Single,Far,12500,1,None,12,422,Under 30k,Under 500
640,Middle,Male,Own,Married,Close,87000,0,High,24,1594,60k-90k,"1,000-1,999"
641,Middle,Female,Rent,Single,Far,31200,3,None,24,1087,30k-60k,"1,000-1,999"
642,Young,Female,Rent,Single,Close,13700,1,None,6,163,Under 30k,Under 500
643,Middle,Male,Own,Single,Close,55500,3,Low,18,427,30k-60k,Under 500
644,Middle,Female,Rent,Single,Close,58600,1,Medium,6,624,30k-60k,500-999
